FIPS,GEOID,STATE,A01001B_001,A01001B_002,A01001B_003,A01001B_004,A01001B_005,A01001B_006,A01001B_007,A01001B_008,A01001B_009,A01001B_010,A01001B_011,A01001B_012
19021,05000US19021,19,20260,18777,17256,15920,15113,12766,10211,8013,5680,2914,1461,668
19023,05000US19023,19,14735,13959,12942,11942,11354,10404,8897,7255,5405,3251,1568,440
19025,05000US19025,19,9780,9220,8688,8099,7759,7023,5942,4902,3750,2223,1159,412
19027,05000US19027,19,20344,18995,17503,16199,15381,13798,11662,9488,6929,3954,2076,844
19029,05000US19029,19,13191,12500,11568,10800,10290,9417,8099,6575,4905,2910,1443,477
19031,05000US19031,19,18445,17463,16216,15008,14233,12983,10972,8750,6236,3470,1640,579
19033,05000US19033,19,42984,40649,38166,35674,34113,30647,25755,21189,15683,8845,4235,1450
19035,05000US19035,19,11468,10769,10013,9427,9015,8256,7067,5966,4616,2651,1377,536
19037,05000US19037,19,12099,11405,10565,9783,9301,8334,7174,5914,4325,2401,1130,357
19039,05000US19039,19,9282,8638,7938,7300,6948,6287,5171,4116,2963,1631,756,185
19041,05000US19041,19,16313,15277,14228,13235,12620,11445,9648,7765,5728,3290,1630,718
19043,05000US19043,19,17672,16678,15373,14498,13859,12629,10916,9184,6932,3961,1875,595
19045,05000US19045,19,47218,44402,41780,38317,36444,32718,27573,22266,15939,9002,4195,1334
19047,05000US19047,19,17132,15996,14772,13573,12878,11164,9030,7236,5182,2893,1397,394
19049,05000US19049,19,84002,77336,70503,63924,60309,54781,42394,29094,17994,9664,4055,1361
19051,05000US19051,19,8885,8109,7411,6713,6284,5584,4630,3704,2695,1554,744,233
19053,05000US19053,19,8044,7575,6987,6576,6288,4863,4151,3400,2571,1536,770,295
19055,05000US19055,19,17258,16158,15104,13873,13142,11838,10185,8324,6000,3247,1545,592
19057,05000US19057,19,39600,37263,35062,32122,30588,27507,23080,18539,13477,7805,3565,1170
19059,05000US19059,19,17056,16232,15398,14416,13839,12674,10969,9172,7092,4254,1932,565
19061,05000US19061,19,96802,90681,84404,78324,74490,64565,52196,41858,29568,16344,7689,2434
19063,05000US19063,19,9551,9050,8561,7910,7554,6465,5581,4543,3391,1921,956,307
19065,05000US19065,19,19929,18827,17524,16479,15754,13830,11703,9731,7179,4197,2028,699
19067,05000US19067,19,15858,15022,13857,12865,12262,10879,9315,7711,5674,3358,1596,649
19069,05000US19069,19,10245,9639,8820,8206,7861,7131,6022,4900,3660,2113,1058,316
19071,05000US19071,19,6968,6573,6206,5703,5435,4987,4333,3529,2683,1533,701,247
19073,05000US19073,19,9003,8499,7880,7307,6929,6286,5411,4465,3326,1939,958,359
19075,05000US19075,19,12341,11670,10839,9947,9455,8624,7300,5833,4260,2496,1228,397
19077,05000US19077,19,10674,10111,9441,8715,8251,7523,6574,5416,3976,2333,1092,311
19079,05000US19079,19,15110,14149,13219,12194,11639,10555,8857,7147,5169,2982,1466,572
19081,05000US19081,19,10888,10316,9623,8934,8468,7737,6610,5418,4053,2341,1147,443
19083,05000US19083,19,17127,16279,15268,14303,13479,12129,10242,8464,6265,3615,1856,663
19085,05000US19085,19,14143,13335,12399,11503,10901,9897,8449,6831,4889,2708,1264,347
19087,05000US19087,19,19926,18786,17583,16344,15534,13675,11182,8899,6211,3613,1602,522
19089,05000US19089,19,9264,8675,8043,7298,6943,6316,5369,4406,3176,1882,940,322
19091,05000US19091,19,9566,9014,8411,7688,7344,6682,5653,4568,3438,1960,1012,324
19093,05000US19093,19,6916,6514,6054,5570,5302,4820,4132,3423,2592,1512,763,231
19095,05000US19095,19,16207,15241,14166,13110,12452,11205,9538,7658,5382,2935,1507,425
19097,05000US19097,19,19395,18236,17018,15875,15071,13632,11715,9635,6935,3926,1794,626
19099,05000US19099,19,36891,34707,32559,30008,28585,25949,21558,17197,12107,6918,3188,845
19101,05000US19101,19,18077,16864,16238,15302,14766,12768,10491,8582,6485,3654,1307,364
19103,05000US19103,19,147001,138109,129485,121748,117390,86316,62918,45644,30676,15870,6274,2138
19105,05000US19105,19,20568,19506,18281,16931,16125,14623,12406,9809,7035,4027,1900,764
19107,05000US19107,19,10200,9592,8958,8308,7888,7162,6100,5009,3732,2158,1064,292
19109,05000US19109,19,15075,14229,13380,12363,11808,10618,9110,7625,5824,3424,1812,642
19111,05000US19111,19,34541,32467,30364,28399,27064,24431,20521,16667,11995,6754,2715,1002
19113,05000US19113,19,222121,208079,193887,178680,169628,148927,118628,90363,61353,33702,14827,4637
19115,05000US19115,19,11223,10608,10017,9158,8648,7703,6474,5064,3545,1957,892,254
19117,05000US19117,19,8597,8093,7585,6962,6574,5930,5145,4250,3137,1811,866,264
19119,05000US19119,19,11769,10892,9880,8972,8430,7611,6386,4925,3616,2071,1067,402
19121,05000US19121,19,15890,14951,13775,12575,11826,10767,9191,7138,4796,2608,1149,442
19123,05000US19123,19,22208,20748,19180,17757,16884,14928,12351,9765,7039,3945,1811,687
19125,05000US19125,19,33207,31247,28945,26664,25275,21612,18153,14369,10136,5736,2588,733
19127,05000US19127,19,40271,37550,34682,31759,30160,26676,22061,17445,12511,6979,3301,992
19129,05000US19129,19,14957,14126,13111,12044,11394,10300,8843,7026,4903,2590,996,356
19131,05000US19131,19,10631,10027,9383,8584,8114,7296,6275,5187,3864,2290,1225,467
19133,05000US19133,19,8796,8361,7874,7328,7006,6398,5515,4537,3490,2141,1109,309
19135,05000US19135,19,7863,7414,6763,6198,5893,5341,4510,3666,2654,1503,681,192
19137,05000US19137,19,10155,9537,8897,8246,7791,7058,6118,4980,3655,2098,1021,304
19139,05000US19139,19,42950,40183,37133,34039,32162,28552,23178,18057,12504,6798,2924,978
19141,05000US19141,19,13911,13075,12099,11212,10634,9612,8147,6622,4967,2860,1561,658
19143,05000US19143,19,6115,5736,5341,4917,4675,4275,3649,3003,2210,1256,662,267
19145,05000US19145,19,15363,14562,13736,12917,12275,11130,9371,7501,5629,3269,1577,493
19147,05000US19147,19,9055,8510,7934,7346,7024,6268,5307,4251,3222,1937,1016,410
19149,05000US19149,19,25039,23488,21703,19923,18735,16763,14297,11369,8119,4502,2165,849
19151,05000US19151,19,6898,6522,6087,5673,5402,4964,4339,3678,2764,1558,788,257
19153,05000US19153,19,474274,440180,407503,373922,355177,313476,239448,175385,114379,58939,24208,7332
19155,05000US19155,19,93503,87548,81348,75043,71354,63090,51828,40720,28640,15466,6706,2379
19157,05000US19157,19,18605,17687,16691,15628,14979,12081,10228,8431,6222,3661,1767,578
19159,05000US19159,19,4984,4677,4306,4014,3791,3474,2965,2489,1920,1201,618,238
19161,05000US19161,19,9868,9310,8705,8069,7685,7001,6075,5105,3854,2254,1185,378
19163,05000US19163,19,172288,161103,149516,137848,131021,116340,93303,71538,49295,26412,11163,3608
19165,05000US19165,19,11694,11083,10292,9560,9050,8255,7174,5954,4403,2604,1374,480
19167,05000US19167,19,34825,32245,29564,26917,25377,20569,16659,12815,9307,5184,2653,854
19169,05000US19169,19,96922,92378,87732,83308,80705,50291,37444,28292,19962,10972,4972,1532
19171,05000US19171,19,17136,16057,15018,13747,12986,11627,9921,8120,5801,3284,1596,565
19173,05000US19173,19,6201,5860,5423,4989,4753,4314,3682,2981,2257,1357,638,223
19175,05000US19175,19,12453,11732,10896,10163,9652,8490,7076,5663,4179,2450,1161,451
19177,05000US19177,19,7223,6786,6216,5823,5490,5021,4341,3577,2650,1530,694,159
19179,05000US19179,19,35315,33123,30932,28702,27373,24075,19593,15462,11074,6051,2818,846
19181,05000US19181,19,49361,46418,42624,39249,37042,32305,26878,20619,13914,7503,3176,917
19183,05000US19183,19,22143,20634,19221,17600,16627,14975,12535,10009,7147,4126,1976,674
19185,05000US19185,19,6413,5949,5551,5074,4812,4362,3675,3033,2311,1386,716,237
19187,05000US19187,19,36757,34587,32334,30271,28908,24745,20274,16201,11837,6445,2998,1051
19189,05000US19189,19,10571,10007,9304,8744,8274,7205,6159,5035,3769,2140,1090,387
19191,05000US19191,19,20401,19496,18469,17337,16643,13434,11562,9517,7028,3957,1942,652
19193,05000US19193,19,102398,94932,87613,79933,75544,65382,51987,39567,27320,14776,6398,1978
19195,05000US19195,19,7489,7098,6705,6203,5881,5268,4504,3684,2654,1481,699,212
19197,05000US19197,19,12804,12057,11219,10242,9737,8889,7543,6165,4684,2767,1436,582
20001,05000US20001,20,12630,11874,11092,10270,9755,8594,7337,5886,4384,2569,1149,407
20003,05000US20003,20,7852,7361,6825,6156,5781,5210,4472,3625,2707,1650,791,216
20005,05000US20005,20,16363,15382,14427,13147,12502,10065,8338,6771,4873,2728,1269,459
20007,05000US20007,20,4733,4399,3987,3754,3612,3301,2702,2312,1786,1019,433,135
20009,05000US20009,20,26791,25108,23188,21460,20357,18049,14762,11793,8873,4873,2443,687
20011,05000US20011,20,14702,13656,12556,11553,10921,9568,7935,6424,4801,2818,1319,496
20013,05000US20013,20,9664,9009,8338,7573,7202,6542,5546,4518,3318,1853,817,301
20015,05000US20015,20,66468,62488,58049,52657,49324,43560,35770,27420,18592,9560,4242,1105
20017,05000US20017,20,2645,2502,2324,2125,2028,1823,1595,1281,987,621,278,88
20019,05000US20019,20,3367,3185,3008,2778,2661,2446,2102,1787,1398,871,418,96
20021,05000US20021,20,20331,19229,17778,16411,15487,13941,11784,9494,6713,3749,1604,453
20023,05000US20023,20,2677,2533,2375,2212,2104,1912,1663,1374,1113,701,366,158
20025,05000US20025,20,2053,1916,1769,1638,1547,1412,1231,1006,785,440,253,77
20027,05000US20027,20,8142,7632,7015,6513,6169,5671,4871,3877,2973,1855,921,300
20029,05000US20029,20,9060,8454,7808,7300,6969,6077,5063,4184,3078,1872,952,314
20031,05000US20031,20,8296,7834,7405,6827,6489,5839,4942,4062,3000,1710,702,224
20033,05000US20033,20,1780,1691,1595,1458,1373,1275,1178,948,739,458,203,64
20035,05000US20035,20,35591,33398,30991,28534,27088,23425,19214,15165,10871,6270,2887,1116
20037,05000US20037,20,39108,36763,34295,31971,30598,23359,18654,14450,10240,5848,2629,778
20039,05000US20039,20,2881,2714,2545,2419,2326,2160,1878,1603,1279,797,441,161
20041,05000US20041,20,19004,17796,16501,15220,14424,13106,10908,8605,6281,3593,1761,483
20043,05000US20043,20,7736,7350,6887,6505,6247,5065,4286,3475,2563,1440,653,295
20045,05000US20045,20,119319,113095,106730,100696,97081,68491,50790,37127,25406,13497,5471,1729
20047,05000US20047,20,2925,2750,2588,2357,2239,2095,1772,1450,1063,584,266,100
20049,05000US20049,20,2562,2430,2318,2110,2020,1893,1713,1481,1182,732,346,81
20051,05000US20051,20,28878,27045,25304,23597,22635,17449,13569,10585,7670,4277,2003,513
20053,05000US20053,20,6293,5954,5609,5327,5106,4544,3744,3006,2231,1300,606,209
20055,05000US20055,20,36957,33640,30330,27367,25535,21596,16428,12213,7639,3756,1506,564
20057,05000US20057,20,34484,31223,28320,25528,23957,20438,15604,11482,7240,3614,1718,538
20059,05000US20059,20,25563,24056,22093,20397,19336,17003,14081,11172,7712,4100,1651,503
20061,05000US20061,20,34895,30633,27675,25259,24106,18624,11416,7264,4857,2769,1147,359
20063,05000US20063,20,2619,2478,2309,2137,2060,1923,1613,1378,1110,699,378,142
20065,05000US20065,20,2545,2421,2257,2112,2029,1901,1660,1421,1149,682,377,131
20067,05000US20067,20,7616,6993,6181,5626,5201,4530,3589,2797,1852,906,302,130
20069,05000US20069,20,6037,5615,5120,4584,4296,3785,3115,2334,1646,890,394,114
20071,05000US20071,20,1200,1129,1040,936,889,782,652,560,440,242,132,56
20073,05000US20073,20,6156,5861,5447,5075,4841,4466,3926,3294,2549,1521,698,183
20075,05000US20075,20,2616,2403,2087,1946,1814,1582,1192,908,650,325,123,58
20077,05000US20077,20,5673,5309,4976,4515,4284,3938,3294,2719,2094,1238,635,217
20079,05000US20079,20,34555,32380,30396,27472,26004,22635,18743,14977,10974,6494,3316,1303
20081,05000US20081,20,4047,3765,3485,3085,2865,2491,2082,1550,1105,568,210,38
20083,05000US20083,20,1842,1718,1637,1526,1451,1307,1129,970,727,421,208,54
20085,05000US20085,20,13318,12473,11541,10590,10005,9003,7611,6178,4347,2477,994,258
20087,05000US20087,20,18888,17887,16588,15342,14501,13228,11322,9238,6397,3434,1446,401
20089,05000US20089,20,2916,2759,2639,2469,2370,2199,1930,1687,1372,849,431,116
20091,05000US20091,20,585502,547388,506541,464781,439727,393634,313107,231704,152528,79578,32456,11123
20093,05000US20093,20,3932,3639,3288,2957,2793,2381,1918,1510,1022,568,255,31
20095,05000US20095,20,7470,7095,6718,6142,5800,5268,4557,3781,2795,1611,820,245
20097,05000US20097,20,2526,2362,2214,2048,1955,1625,1383,1159,880,528,263,97
20099,05000US20099,20,20367,19007,17753,16313,15494,13852,11518,9336,6649,3691,1621,523
20101,05000US20101,20,1642,1514,1409,1318,1242,1120,951,745,536,310,158,37
20103,05000US20103,20,80042,74912,69404,64099,60904,54089,43404,31439,21101,10829,4335,1086
20105,05000US20105,20,3097,2941,2773,2532,2392,2160,1918,1602,1226,709,349,142
20107,05000US20107,20,9635,9089,8534,7846,7422,6787,5902,4734,3523,2108,855,287
20109,05000US20109,20,2810,2620,2456,2248,2125,1921,1602,1303,1011,586,318,144
20111,05000US20111,20,33299,31304,29089,27059,25878,19969,16086,12579,8896,4821,2164,583
20113,05000US20113,20,28630,27023,25257,23260,22017,19320,16100,12917,9592,5492,2712,1230
20115,05000US20115,20,12032,11394,10661,9885,9428,8255,7181,5972,4520,2743,1357,524
20117,05000US20117,20,9798,9194,8504,7873,7494,6893,5859,4828,3693,2090,1070,424
20119,05000US20119,20,4261,3957,3653,3363,3162,2743,2255,1853,1286,753,401,140
20121,05000US20121,20,33127,31210,28833,26252,24806,22418,19103,15001,10247,5534,2327,553
20123,05000US20123,20,6222,5800,5338,5014,4805,4182,3583,2971,2299,1443,740,259
20125,05000US20125,20,32970,30847,28693,26394,25150,22209,18405,14911,10842,6318,2890,909
20127,05000US20127,20,5566,5273,4942,4569,4354,4031,3497,2935,2242,1337,651,228
20129,05000US20129,20,2838,2657,2425,2246,2100,1882,1632,1305,925,519,261,84
20131,05000US20131,20,10104,9349,8625,7916,7442,6633,5574,4569,3318,1983,1097,440
20133,05000US20133,20,16125,15026,13936,12783,12118,10743,9013,7261,5301,3058,1443,507
20135,05000US20135,20,2955,2758,2626,2402,2299,2168,1844,1602,1214,728,405,142
20137,05000US20137,20,5486,5158,4953,4613,4434,4006,3233,2557,1817,1090,557,307
20139,05000US20139,20,15882,14983,13927,12869,12148,10969,9460,7693,5576,3031,1342,374
20141,05000US20141,20,3603,3395,3164,2970,2841,2599,2193,1872,1461,875,482,171
20143,05000US20143,20,5902,5586,5237,4820,4514,4105,3562,2839,2041,1141,520,166
20145,05000US20145,20,6709,6414,6024,5837,5517,5037,4219,3435,2505,1437,675,98
20147,05000US20147,20,5408,5099,4680,4386,4171,3753,3228,2680,2033,1199,554,162
20149,05000US20149,20,23545,21673,19617,17771,16705,14937,11799,8774,6107,3239,1368,362
20151,05000US20151,20,9582,8872,8176,7550,7192,6210,5123,4201,3176,1752,899,225
20153,05000US20153,20,2509,2377,2204,2080,1996,1856,1596,1355,1063,662,327,79
20155,05000US20155,20,63101,59520,55423,51206,48674,43231,35498,28260,20650,11874,5663,1779
20157,05000US20157,20,4686,4443,4186,3927,3765,3488,3055,2640,2080,1280,681,239
20159,05000US20159,20,9762,9162,8375,7885,7525,6295,5225,4317,3136,1768,847,314
20161,05000US20161,20,75296,70957,67456,64601,62755,37842,24125,17455,12111,6478,2873,1007
20163,05000US20163,20,5118,4781,4514,4156,3954,3592,3037,2500,1887,1099,547,175
20165,05000US20165,20,3102,2948,2782,2580,2441,2269,1963,1670,1270,748,417,164
20167,05000US20167,20,6977,6564,6220,5768,5484,5200,4312,3662,2736,1686,807,296
20169,05000US20169,20,54977,51510,47998,44275,42028,37041,30275,23714,16736,9138,4147,1349
20171,05000US20171,20,4949,4597,4199,3817,3621,3193,2711,2019,1488,808,363,147
20173,05000US20173,20,512064,474981,436979,400114,378368,330375,257055,195225,133894,69749,29474,9045
20175,05000US20175,20,22692,20694,18316,16467,15464,13090,9575,6953,4325,2216,1039,233
20177,05000US20177,20,178284,166762,154869,142716,135437,120383,98001,77209,55061,30425,13315,4348
20179,05000US20179,20,2506,2363,2187,2002,1894,1826,1522,1229,961,568,295,105
20181,05000US20181,20,5966,5553,5195,4762,4541,4017,3416,2496,1946,1116,523,218
20183,05000US20183,20,3663,3486,3311,3066,2936,2760,2414,2075,1618,1002,543,203
20185,05000US20185,20,4214,3971,3736,3417,3225,2919,2477,2088,1516,869,466,142
20187,05000US20187,20,2063,1931,1774,1602,1502,1359,1156,951,651,365,215,35
20189,05000US20189,20,5686,5256,4780,4274,3999,3596,2817,2153,1500,765,368,91
20191,05000US20191,20,23208,21809,20188,18467,17477,15664,13128,10590,7642,4166,1950,667
20193,05000US20193,20,7824,7251,6792,6320,6054,5003,3996,3186,2273,1244,606,134
20195,05000US20195,20,2858,2728,2601,2445,2319,2099,1836,1532,1209,692,340,109
20197,05000US20197,20,6888,6458,5941,5530,5221,4735,4087,3342,2434,1297,563,200
20199,05000US20199,20,1575,1470,1360,1248,1180,1098,932,746,561,342,178,66
20201,05000US20201,20,5525,5167,4901,4470,4266,3884,3365,2815,2139,1339,691,202
20203,05000US20203,20,2143,2022,1851,1723,1596,1490,1215,1071,721,456,266,102
20205,05000US20205,20,8780,8201,7737,7047,6674,6085,5214,4289,3213,1806,801,264
20207,05000US20207,20,3170,2989,2778,2623,2499,2334,1985,1668,1281,739,329,97
20209,05000US20209,20,164345,150793,137643,125143,118318,103749,79052,57935,38597,19309,7889,2347
21001,05000US21001,21,19241,18233,17225,16120,15384,13076,10889,8753,6153,3379,1375,240
21003,05000US21003,21,20794,19412,18036,16624,15783,14195,11545,9175,6277,3537,1376,363
21005,05000US21005,21,22214,20822,19193,17857,16840,15232,12692,9725,6255,3322,1290,318
21007,05000US21007,21,8090,7666,7200,6623,6307,5668,4868,3892,2807,1618,697,226
21009,05000US21009,21,43680,40901,38394,35118,33251,29677,24662,19414,13295,7438,3249,991
21011,05000US21011,21,12268,11457,10607,9696,9156,8211,6882,5345,3672,1978,848,214
21013,05000US21013,21,27188,25520,23950,22320,21354,19141,15817,12538,8797,4923,1958,454
21015,05000US21015,21,129095,120473,110969,100802,94884,84634,68411,50165,32015,16093,5978,1549
21017,05000US21017,21,20144,18917,17694,16342,15563,14032,11663,9370,6364,3675,1588,340
21019,05000US21019,21,48091,45299,42040,39672,37853,34296,28460,22368,15832,8902,3868,1305
21021,05000US21021,21,29913,28385,26802,24957,23882,19933,16715,13256,9325,5436,2513,698
21023,05000US21023,21,8306,7757,7187,6610,6248,5647,4689,3686,2501,1302,527,150
21025,05000US21025,21,13116,12296,11637,10912,10415,9244,7685,5936,4017,2055,740,214
21027,05000US21027,21,20080,18916,17830,16300,15453,13986,11900,9577,6755,3749,1400,353
21029,05000US21029,21,79466,75259,70405,65016,61589,54935,45110,34482,22501,11773,4202,1087
21031,05000US21031,21,12745,11988,11215,10400,9902,8995,7368,5771,4047,2260,916,312
21033,05000US21033,21,12727,12032,11094,10347,9871,8994,7547,6105,4400,2591,1143,359
21035,05000US21035,21,38776,36785,34949,32876,31724,24024,19514,15524,10989,6447,2684,776
